"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Bitter"
"582","East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Madagascar","yes"
"583","East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"Dominican Republic","yes"
"584","Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"Colombia","yes"
"585","Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"Colombia","yes"
"586","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Peru","yes"
"587","Edelmond","Porcelana",1876,2016,68,"Germany",3,"Venezuela","yes"
"588","El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"Bolivia","yes"
"589","El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,"Bolivia","yes"
"590","El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"Venezuela","yes"
"591","El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",2.75,"Venezuela","yes"
"592","El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Venezuela","yes"
"593","El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Venezuela","yes"
"594","El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Venezuela","no"
"595","El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Venezuela","yes"
"596","El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Venezuela","yes"
"597","Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,"St. Lucia","no"
"598","Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"St. Lucia","yes"
"599","Emily's","Patanemo",1450,2015,79,"Japan",3,"Venezuela","yes"
"600","Emily's","Peru",1454,2015,78,"Japan",3.5,"Peru","yes"
"601","ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"Honduras","yes"
"602","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Sao Tome & Principe","yes"
"603","Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Vietnam","yes"
"604","Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Vietnam","yes"
"605","Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Vietnam","yes"
"606","Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Venezuela","yes"
"607","Escazu","Guapiles",414,2009,65,"U.S.A.",2,"Costa Rica","yes"
"608","Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Venezuela","yes"
"609","Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,"Cost Rica, Ven","yes"
"610","Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Venezuela","yes"
"611","Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"Peru, Madagascar","no"
"612","Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinidad","no"
"613","Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Venezuela","yes"
"614","Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"Venezuela, Trinidad","yes"
"615","Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Belize","yes"
"616","Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"Ecuador","yes"
"617","Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"Dominican Republic","yes"
"618","Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,"Brazil","yes"
"619","Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"Jamaica","yes"
"620","Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"Venezuela","yes"
"621","Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Belize","yes"
"622","Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Grenada","no"
"623","Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Dominican Republic","yes"
"624","Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Madagascar","yes"
"625","Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Venezuela","yes"
"626","Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Ecuador","yes"
"627","Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Bolivia","yes"
"628","Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"Puerto Rico","yes"
"629","Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"Dominican Republic","yes"
"630","Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"Dominican Republic","yes"
"631","Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"Dominican Republic","yes"
"632","Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Peru","yes"
"633","Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,"Domincan Republic","yes"
"634","Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,"Domincan Republic","yes"
"635","Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,"Madagascar","yes"
"636","Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"Ecuador","yes"
"637","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Tanzania","yes"
"638","Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"Venezuela","yes"
"639","Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"Venezuela","yes"
"640","Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"Venezuela","yes"
"641","Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"Venezuela","no"
"642","Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"Costa Rica","yes"
"643","Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"Peru","yes"
"644","Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Vietnam","yes"
"645","Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Ghana","no"
"646","Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Madagascar","yes"
"647","French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"Peru","yes"
"648","French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"Guatemala","yes"
"649","French Broad","San Andres",1209,2014,80,"U.S.A.",3,"Costa Rica","yes"
"650","French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"Nicaragua","yes"
"651","French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"Peru","yes"
"652","French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Peru","yes"
"653","French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"Peru","yes"
"654","French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"Peru","yes"
"655","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Peru","yes"
"656","French Broad","La Red",785,2011,65,"U.S.A.",3.5,"Dominican Republic","yes"
"657","Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Peru","yes"
"658","Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Peru","yes"
"659","Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Peru","yes"
"660","Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Peru","yes"
"661","Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"Dominican Republic","yes"
"662","Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"Dominican Republic","yes"
"663","Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"Peru","yes"
"664","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Peru","yes"
"665","Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","yes"
"666","Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea","yes"
"667","Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Madagascar","yes"
"668","Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Papua New Guinea","yes"
"669","Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Papua New Guinea","yes"
"670","Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Ghana","yes"
"671","Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Jamaica","yes"
"672","Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"Dominican Republic","yes"
"673","Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Jamaica","yes"
"674","Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Madagascar","yes"
"675","Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"Dominican Republic","yes"
"676","Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Madagascar","yes"
"677","Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Venezuela","yes"
"678","Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Venezuela","yes"
"679","Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Jamaica","yes"
"680","Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Jamaica","yes"
"681","Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Jamaica","yes"
"682","Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Venezuela","yes"
"683","Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"Nicaragua","yes"
"684","Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"Nicaragua","no"
"685","Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"Nicaragua","yes"
"686","Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"Nicaragua","yes"
"687","Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"Nicaragua","yes"
"688","Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"Nicaragua","yes"
"689","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Nicaragua","yes"
"690","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Honduras","yes"
"691","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Nicaragua","yes"
"692","Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"Nicaragua","yes"
"693","Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Nicaragua","yes"
"694","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","yes"
"695","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua","yes"
"696","Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Bolivia","yes"
"697","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Costa Rica","yes"
"698","Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinidad","yes"
"699","Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Peru","yes"
"700","Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"Dominican Republic","yes"
"701","Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"Ecuador","yes"
"702","Fruition","Peru",863,2012,70,"U.S.A.",2.5,"Peru","yes"
"703","Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Costa Rica","yes"
"704","Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"Costa Rica","yes"
"705","Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Hawaii","yes"
"706","Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Madagascar","yes"
"707","Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Ghana","yes"
"708","Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Domincan Republic","yes"
"709","Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Domincan Republic","yes"
"710","Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Madagascar","yes"
"711","Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"Belize","yes"
"712","Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Brazil","yes"
"713","Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,"Mexico","yes"
"714","Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"Nicaragua","yes"
"715","Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"Guatemala","yes"
"716","Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Vietnam","yes"
"717","Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"Madagascar","yes"
"718","Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Grenada","yes"
"719","Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Grenada","no"
"720","Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Grenada","yes"
"721","Guido Castagna","Arriba",355,2009,64,"Italy",3,"Ecuador","yes"
"722","Guido Castagna","Ghana",355,2009,64,"Italy",3,"Ghana","yes"
"723","Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"Trinidad, Tobago","yes"
"724","Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"Venezuela","yes"
"725","Guido Castagna","Blend",355,2009,64,"Italy",3.25,"Ven, Trinidad, Ecuador","yes"
"726","Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,"Haiti","yes"
"727","Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,"Nicaragua","yes"
"728","Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Jamaica","yes"
"729","Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"Ecuador","yes"
"730","Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinidad","yes"
"731","Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"Hawaii","no"
"732","Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"Peru","yes"
"733","Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"Venezuela","yes"
"734","Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Colombia","yes"
"735","Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Venezuela","yes"
"736","Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Madagascar","yes"
"737","Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Ecuador","yes"
"738","Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,"Papua New Guinea","yes"
"739","Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"Dominican Republic","yes"
"740","Habitual","Sharkey",1201,2014,66,"Canada",3.25,"Hawaii","yes"
"741","Hachez","Arriba",166,2007,77,"Germany",2.5,"Ecuador","yes"
"742","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Ecuador","no"
"743","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Ecuador","yes"
"744","Haigh","South America and Africa",701,2011,70,"Australia",3,"South America, Africa","yes"
"745","Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,"Brazil","yes"
"746","Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,"Brazil","yes"
"747","Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,"Brazil","yes"
"748","Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,"Brazil","yes"
"749","Heilemann","Peru",1876,2016,64,"Germany",2.75,"Peru","yes"
"750","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Belize","yes"
"751","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Costa Rica","yes"
"752","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Bolivia","yes"
"753","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Bolivia","yes"
"754","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"Ecuador","yes"
"755","Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,"Hawaii","yes"
"756","Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,"Hawaii","yes"
"757","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"Ecuador","yes"
"758","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"Ecuador","yes"
"759","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"Bolivia","yes"
"760","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"Bolivia","yes"
"761","hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Uganda","no"
"762","hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Venezuela","yes"
"763","hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,"Tanzania","yes"
"764","hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Madagascar","yes"
"765","hexx","Venezuela",1546,2015,70,"U.S.A.",3,"Venezuela","yes"
"766","hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,"Ecuador","yes"
"767","hexx","Peru",1550,2015,70,"U.S.A.",3.25,"Peru","yes"
"768","Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Madagascar","yes"
"769","Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Venezuela","yes"
"770","Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Domincan Republic","yes"
"771","Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Peru","yes"
"772","Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Ecuador","yes"
"773","Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Ecuador","yes"
"774","Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Ecuador","yes"
"775","Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Ecuador","no"
"776","Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Ecuador","no"
"777","Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,"Peru","yes"
"778","Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,"Ecuador","yes"
"779","Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Madagascar","yes"
"780","Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Trinidad","yes"
"781","Holy Cacao","Mara",1466,2015,70,"Israel",3.5,"Venezuela","yes"
"782","Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,"Ivory Coast","yes"
"783","Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,"Dominican Republic","yes"
"784","Holy Cacao","San Martin",431,2009,70,"Israel",3.5,"Peru","yes"
"785","Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,"Dominican Republic","yes"
"786","Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,"Ecuador","yes"
"787","Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,"St. Lucia","yes"
"788","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"St. Lucia","yes"
"789","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"St. Lucia","yes"
"790","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Trinidad","yes"
"791","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Vietnam","yes"
"792","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Ecuador","yes"
"793","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Madagascar","yes"
"794","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Ecuador","yes"
"795","Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,"Peru","yes"
"796","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Ecuador","yes"
"797","Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,"Dominican Republic","yes"
"798","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Madagascar","yes"
"799","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Ecuador","yes"
"800","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"St. Lucia","yes"
"801","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"St. Lucia","yes"
"802","Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,"Ecuador","yes"
"803","Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,"Dominican Republic","yes"
"804","Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Venezuela","yes"
"805","Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,"St. Lucia","yes"
"806","Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Uganda","yes"
"807","Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,"Tanzania","yes"
"808","Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Sao Tome","yes"
"809","Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Vietnam","yes"
"810","Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Bolivia","yes"
"811","Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Bolivia","yes"
"812","Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Nicaragua","yes"
"813","Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"Dominican Republic","yes"
"814","Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,"Dominican Republic","yes"
"815","Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Venezuela","yes"
"816","Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"Venezuela","yes"
"817","Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"Venezuela","yes"
"818","Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"Venezuela","yes"
"819","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,"Venezuela","yes"
"820","Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Venezuela","yes"
"821","Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"Venezuela","yes"
"822","Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"Venezuela","yes"
"823","Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Venezuela","yes"
"824","Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"Venezuela","yes"
"825","Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","yes"
"826","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","yes"
"827","Indah","India (south)",1788,2016,61,"India",2.5,"India","yes"
"828","Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,"Dominican Republic","yes"
"829","Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,"Dominican Republic","yes"
"830","Indi","Honduras",1255,2014,77,"U.S.A.",3,"Honduras","yes"
"831","iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Peru","yes"
"832","iQ Chocolate","black label",943,2012,72,"Scotland",3,"Peru","yes"
"833","Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Madagascar","yes"
"834","Isidro","Peru",1279,2014,72,"U.S.A.",2.25,"Peru","yes"
"835","Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Belize","yes"
"836","Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,"Dominican Republic","yes"
"837","Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Belize","yes"
"838","Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,"Dominican Republic","yes"
"839","Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Ghana","yes"
"840","Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Madagascar","yes"
"841","Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Belize","yes"
"842","Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Madagascar","yes"
"843","Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,"Peru","yes"
"844","Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,"Dominican Republic","yes"
"845","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,"Dominican Republic","yes"
"846","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,"Dominican Republic","no"
"847","Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,"Dominican Republic","yes"
"848","Kakao","Peru",837,2012,64,"Germany",2.5,"Peru","yes"
"849","Kakao","Vanuatu",387,2009,65,"Germany",3.75,"Vanuatu","yes"
